Count_of_Loans,Count_of_Late_Payments,Count_of_Loan_Enquiries,Existing_Loan_Balance,Credit_History_Length_Years,Defaulter
4,2,1,758235.58,10,1
7,1,4,285791.5,14,0
2,0,1,121458.69,14,0
8,1,2,1391499.02,22,1
7,2,4,847725.5,18,0
9,4,4,473466.42,19,0
6,4,4,865476.86,1,1
4,3,3,1045621.97,9,1
6,2,4,1104399.94,21,1
4,1,3,961763.01,21,0
7,2,1,1393989.92,16,1
9,2,3,316119.74,21,1
3,3,1,682330.6,12,1
3,1,3,477390.72,23,0
2,2,5,344838.26,3,1
1,3,3,1253957.8,10,1
1,4,4,1049993.4,8,1
3,3,3,980401.69,17,1
7,1,1,1137314.7,15,0
9,3,1,603000.49,11,0
2,1,1,74284.62,21,0
7,6,4,588465.03,7,1
1,4,1,50000.0,3,1
2,3,4,981826.51,14,1
6,1,0,750672.01,16,0
5,1,3,330473.11,18,0
8,2,6,160702.89,5,1
2,1,4,522117.59,12,1
1,1,1,1093768.03,6,1
7,7,1,181591.46,15,0
6,3,3,1024035.83,2,0
8,3,2,843898.33,12,1
8,2,7,763678.88,4,1
2,3,2,728662.95,15,1
8,2,2,368756.1,25,0
6,3,2,780245.1,6,1
9,1,5,711445.74,8,1
7,1,4,894662.55,23,0
2,4,2,549233.16,3,1
8,1,5,495380.77,11,0
9,2,5,937925.54,20,0
7,5,1,559295.14,5,1
4,2,5,1059001.21,13,1
9,1,4,538041.53,11,0
4,3,1,664880.33,4,1
4,3,2,796996.29,16,1
9,3,1,1305499.86,22,1
8,2,4,706421.06,11,1
4,1,4,1244030.96,2,1
8,3,1,458664.92,25,0
8,3,4,50000.0,9,1
7,2,2,50000.0,17,0
10,3,1,683888.78,4,1
6,0,4,224211.85,19,0
8,5,2,50000.0,5,1
7,2,4,784920.05,6,1
5,3,1,1266059.14,23,0
4,4,2,618401.27,18,1
2,3,2,833491.13,6,1
8,1,2,1158437.19,3,1
9,1,4,545644.95,7,1
4,3,2,1297891.05,18,0
4,2,2,440224.6,11,1
5,0,6,822272.76,18,1
2,6,3,618513.06,10,0
7,1,1,733126.18,22,0
5,3,2,1562371.32,19,1
6,5,2,543067.62,19,1
4,3,1,152053.82,13,1
8,5,1,1533381.48,11,1
8,3,7,850626.75,1,1
5,0,3,634911.65,16,1
6,2,4,374597.61,3,1
3,1,5,891921.8,24,0
1,2,2,1461939.08,17,0
9,3,2,175478.63,2,1
9,1,5,115928.92,10,0
3,4,2,587802.42,5,1
4,6,8,235631.59,6,1
7,2,1,703913.1,9,1
2,2,2,754425.46,21,1
3,4,0,449361.36,17,1
6,4,2,50000.0,23,1
8,3,2,983425.5,8,1
1,2,4,1528542.58,24,1
4,3,5,692445.67,13,1
1,1,4,1091407.33,25,1
2,4,0,583252.37,11,1
8,2,4,745287.21,6,1
6,3,4,1188707.57,4,1
9,2,3,782914.8,11,1
2,3,1,1630344.68,19,0
3,3,2,997477.81,24,0
9,5,3,50000.0,25,1
9,4,2,1103259.86,9,1
6,3,1,392075.48,24,1
3,2,6,894393.46,17,0
5,4,1,1351450.73,10,1
2,1,3,422290.48,19,0
7,1,2,1431958.98,6,1
10,0,1,987463.76,1,1
8,3,5,299738.42,8,1
6,4,3,720548.91,22,1
8,3,2,1094152.41,4,1
2,3,2,504464.68,20,0
3,3,0,366387.75,23,1
7,1,3,104091.41,19,1
10,1,5,607503.65,7,1
1,6,4,1027364.66,22,0
7,2,1,732924.29,9,1
6,0,3,855262.59,20,0
8,1,3,643645.28,9,1
7,3,3,416686.87,24,0
4,1,3,1027871.4,3,1
3,0,2,1124944.09,12,1
3,3,4,525736.47,1,1
4,5,0,1032322.7,9,1
9,3,3,685358.28,16,1
9,1,1,479480.1,20,0
2,2,4,1453302.83,22,0
5,5,7,877073.19,17,1
1,1,5,1109340.27,3,1
4,3,5,928633.77,18,1
2,1,0,517828.38,21,0
8,6,6,865412.66,6,1
4,3,1,1417694.11,21,0
5,2,1,730198.06,3,1
4,6,5,367272.67,2,1
5,2,1,780206.35,25,1
5,2,2,1225350.4,1,1
5,1,2,1170793.21,7,1
3,1,1,511790.84,4,1
7,3,4,1284637.98,23,1
3,1,4,1250449.45,2,1
2,4,3,1150877.17,13,0
3,2,4,264766.79,12,0
3,2,2,74919.98,6,1
8,3,3,1779495.55,8,1
4,2,4,734183.51,22,1
3,2,4,456912.9,17,1
10,2,1,598985.65,4,0
5,4,4,889284.25,15,1
4,6,2,151271.0,16,1
9,1,2,1021097.88,25,0
8,0,1,946187.38,23,0
7,2,1,867852.06,16,0
8,2,5,1163552.59,13,1
5,5,3,637337.34,2,1
4,2,3,1048366.72,16,1
7,3,1,214296.13,13,1
1,5,9,677591.1,25,1
6,0,3,958656.26,20,0
8,4,4,457405.36,6,1
7,4,2,949001.99,25,1
2,2,5,195034.96,6,1
7,5,4,454936.94,7,1
6,0,2,162660.97,17,0
5,2,2,1145111.97,3,1
4,2,5,420520.9,4,1
1,5,3,835584.31,11,1
2,3,2,520383.22,7,1
7,5,3,1383912.2,7,1
10,0,5,1211894.39,12,0
3,1,4,936618.93,8,1
5,3,3,1543996.64,23,1
8,5,1,721861.26,8,1
8,2,3,422448.62,16,1
6,2,3,1204205.49,4,1
5,2,0,237253.11,15,1
2,3,2,818511.01,3,1
9,4,6,920213.79,19,1
1,1,3,954014.87,17,0
2,2,3,1315470.81,14,1
1,1,2,1539577.88,5,1
4,2,4,521076.69,19,1
4,2,0,941857.21,11,1
5,3,6,982199.15,3,1
5,1,4,1074303.0,4,1
8,3,2,998911.62,4,1
3,9,5,518389.76,17,1
6,3,4,605249.12,24,1
3,3,3,183076.17,1,1
2,0,4,426034.14,3,0
8,2,6,370613.79,17,0
1,5,0,697062.54,12,1
9,2,5,1300780.82,11,1
7,4,3,675708.89,16,1
10,1,2,1363098.46,20,1
4,2,2,68597.83,16,1
3,5,3,605333.77,2,1
6,1,0,772975.05,5,0
9,3,5,1353081.55,8,1
9,1,4,1159136.72,18,0
4,2,3,1232778.9,22,0
10,2,3,863705.59,15,0
5,4,2,805070.09,15,0
9,1,1,1468661.79,25,0
2,5,1,748453.35,9,1
2,1,0,783735.58,1,1
5,2,2,528317.14,8,0
1,1,4,1082029.99,20,0
8,1,2,680249.7,19,0
5,6,4,983932.77,5,1
10,2,4,742724.51,14,1
2,1,2,1159712.53,6,1
9,0,2,653971.16,4,1
2,4,1,700008.87,20,0
7,1,8,1009474.45,12,1
8,5,3,1090825.99,19,1
6,4,3,1033146.27,10,1
7,1,3,930393.53,8,1
1,4,1,902997.47,24,0
4,0,1,730026.37,15,1
7,3,1,1437068.38,24,1
1,1,6,671511.03,17,1
1,4,2,1007404.75,6,0
6,1,5,977851.51,12,0
4,6,3,151610.35,21,0
3,3,1,668365.06,1,1
5,2,5,1391393.25,23,1
9,1,1,967533.59,16,1
10,1,4,1563575.8,8,1
10,0,3,663695.09,25,0
10,3,4,896172.26,22,1
3,2,6,1099863.89,14,1
5,1,3,583123.88,21,0
10,6,2,643706.53,8,0
5,2,4,324864.41,15,1
9,2,4,668262.24,12,1
10,3,3,900816.0,16,0
4,1,2,1551352.02,1,1
1,2,3,1055552.74,6,1
10,1,3,249510.66,5,1
5,3,3,898046.78,23,1
1,3,5,494793.48,1,1
6,2,3,315456.36,10,0
10,3,4,1267522.52,2,1
10,4,6,761834.26,1,1
7,4,3,568401.58,22,1
1,3,2,1351317.16,21,1
10,2,2,415449.39,2,1
4,1,2,554930.37,17,0
9,1,3,1514024.03,11,1
1,1,5,1166986.02,25,0
9,3,6,962094.09,24,1
8,0,1,1288950.38,1,1
5,3,3,753532.54,23,0
6,6,0,260431.73,25,1
7,3,5,810710.7,3,1
4,2,7,307854.06,25,1
6,3,4,977243.65,17,0
7,5,1,1609975.59,25,1
6,2,5,794893.11,2,0
6,4,2,803104.32,5,1
2,6,3,1038867.87,13,1
5,1,4,1162828.91,11,1
3,4,2,1497892.88,6,1
7,3,4,1081898.39,21,1
4,3,0,1733186.01,15,1
1,2,4,661747.48,22,0
6,2,2,794677.58,21,1
6,0,4,669352.71,23,0
7,4,1,1072911.24,1,1
8,2,5,1682356.24,8,1
3,6,4,627604.03,15,1
6,4,2,936761.49,2,1
10,3,4,594814.76,21,0
2,2,1,498033.11,15,0
9,1,3,805291.43,23,1
2,2,5,918537.32,2,1
3,2,3,357584.82,19,1
10,5,4,1141251.55,1,1
2,4,4,743299.36,22,1
9,0,4,1191920.89,14,1
1,1,4,1481121.49,3,1
5,0,2,844428.96,24,1
1,2,2,1514494.62,16,1
5,2,3,965353.36,25,0
8,4,2,793403.95,23,1
8,2,1,537303.02,7,0
8,4,1,469432.94,16,1
2,2,1,884098.46,5,1
8,1,2,844431.39,8,1
5,0,7,338803.61,16,0
1,3,1,279986.09,14,1
7,1,3,433502.47,9,1
6,1,5,830255.94,20,1
5,3,2,215789.61,14,1
1,1,6,572628.94,12,0
1,1,2,779500.65,16,0
6,3,6,83044.76,22,0
10,1,2,913212.72,2,1
7,2,1,981005.42,2,1
10,1,2,603028.74,23,0
10,1,4,392166.45,23,1
1,3,3,879928.93,17,1
9,5,6,787622.35,22,1
4,2,5,778282.4,9,1
5,2,1,1410349.89,19,1
2,6,5,543093.51,21,1
10,3,5,611340.41,17,1
8,2,4,600205.83,11,1
2,5,4,406404.32,21,1
3,2,3,287245.72,23,0
9,1,4,842995.19,16,0
2,3,2,871264.83,2,1
6,4,2,838460.33,19,1
4,1,4,50000.0,6,0
7,1,3,980987.85,12,0
6,4,6,1227204.13,23,0
10,1,3,1246052.74,7,1
9,3,3,456963.25,20,0
9,2,5,653431.8,12,1
10,3,3,401929.07,18,1
4,1,2,59028.5,21,0
1,5,3,900364.13,6,1
2,3,5,1228344.62,8,1
8,4,4,1359373.68,11,1
10,2,2,1002317.73,23,1
8,6,5,1133335.77,15,1
2,3,2,1348882.56,12,1
4,2,9,930101.96,2,1
1,3,3,746462.09,7,0
7,3,4,422263.71,23,0
4,0,4,647993.19,5,1
8,2,1,1156755.12,5,1
9,1,1,921907.56,2,1
9,0,0,1346585.68,22,0
3,0,6,595770.14,17,0
5,2,6,129126.85,7,1
6,6,4,1027984.03,10,1
6,2,1,1281395.17,21,1
10,2,4,1243734.16,8,1
8,0,2,1403223.3,12,0
6,6,5,1139214.21,20,1
6,4,2,386827.2,5,1
4,3,2,523531.63,4,1
7,4,0,95213.0,9,1
8,2,4,1159360.86,10,1
3,2,0,338520.09,12,0
7,4,1,555463.52,19,0
3,2,4,279649.66,1,0
8,2,5,388812.38,14,1
1,6,3,800721.18,5,1
1,0,4,992118.18,11,1
6,1,1,667150.98,5,1
10,3,2,822708.87,25,0
9,5,4,1012138.26,17,1
4,3,3,1072234.57,11,1
6,1,1,1412928.48,14,0
5,4,3,829608.37,13,1
1,4,4,723726.36,25,0
6,5,1,309727.24,15,0
9,6,2,1006143.52,21,1
3,0,2,218667.75,15,0
3,1,2,1510859.81,2,1
2,4,5,1537544.9,10,1
4,4,3,241492.11,11,1
10,1,1,652068.92,1,1
3,3,3,725147.9,22,0
2,2,3,526407.41,1,1
1,2,3,1076532.49,12,0
3,1,3,50000.0,3,1
10,3,2,453311.65,25,0
6,3,2,50000.0,22,1
9,2,1,1425574.85,14,1
5,4,4,1119637.45,10,1
3,2,4,663881.65,13,1
5,3,1,287132.01,6,0
5,1,5,1282883.43,2,1
5,4,0,689073.44,9,1
7,2,2,998445.73,20,1
5,4,4,798195.02,9,1
7,4,2,837138.15,20,0
9,1,3,680028.55,11,1
5,1,8,1236497.26,4,1
2,2,1,978508.91,6,0
5,3,3,735998.85,7,1
8,6,1,50000.0,6,1
4,3,2,971481.41,17,0
2,2,2,1037961.68,8,1
10,3,1,1248692.88,17,1
3,3,4,704342.45,7,1
9,1,3,1928739.48,2,1
9,2,2,148376.4,7,1
8,3,5,79740.34,3,1
8,0,3,1286172.15,12,0
8,1,3,1194101.82,11,1
8,2,2,330842.45,4,1
8,1,2,801058.9,22,0
1,2,1,308597.89,21,1
6,2,1,398427.43,18,0
9,4,2,189812.62,15,0
8,3,1,231384.7,14,1
3,5,3,726285.99,16,1
1,3,2,1494040.49,18,1
2,3,4,769213.35,1,1
2,4,4,1025482.08,19,0
7,4,2,630530.65,2,1
6,0,3,1436103.43,15,1
2,1,2,629326.7,15,1
8,2,2,451507.5,20,0
9,3,4,1475934.69,5,1
7,2,8,640233.75,4,1
4,6,1,928073.72,17,1
1,2,3,1491795.64,18,1
4,1,7,232837.4,13,1
4,0,3,844029.12,19,0
8,3,3,1233043.49,7,1
4,6,6,661145.86,21,1
4,6,3,432579.33,18,1
2,3,3,1235016.6,10,1
10,3,1,1023783.8,7,1
7,3,3,597185.99,3,1
4,3,1,1258370.5,23,0
6,0,1,148919.58,6,1
3,1,1,740822.14,6,1
7,3,5,630843.44,15,1
6,1,3,403779.07,15,0
3,0,4,1168251.57,2,0
4,2,1,1478800.09,3,0
10,3,4,972862.27,10,1
5,2,3,910458.75,20,0
9,2,1,877802.92,10,1
6,0,3,591877.1,16,0
4,4,2,182733.65,4,1
7,1,5,517841.08,6,1
2,3,10,465028.1,4,1
4,1,3,261954.05,24,0
5,1,2,1248507.23,24,0
4,1,4,604569.93,24,0
4,3,4,1078507.8,17,1
9,2,2,819990.1,6,1
2,2,1,339634.68,9,0
6,4,5,1500197.48,2,1
8,3,2,1083687.71,10,0
8,2,5,820973.83,12,1
7,3,5,1162068.23,19,1
10,1,2,1367159.15,16,1
4,2,3,508315.02,25,1
7,4,3,294845.41,10,1
10,2,2,844542.0,16,0
6,7,7,539946.79,3,1
6,3,4,1320875.92,21,1
2,0,1,1089896.47,12,0
8,1,2,623122.65,5,1
8,4,1,1107607.62,11,1
7,1,3,119218.35,11,0
9,4,4,925229.41,17,1
8,3,3,902033.6,11,1
9,3,4,253296.22,22,1
9,5,1,384494.85,12,1
6,4,2,917016.87,10,0
2,2,2,437198.95,24,0
7,4,6,821408.29,4,1
3,3,2,964801.66,21,1
7,4,1,1346080.9,13,0
9,1,2,1430187.68,11,1
10,4,3,1081588.71,2,1
10,5,1,557898.88,1,1
2,0,3,579756.27,3,1
6,4,4,1096666.81,6,1
6,3,3,101855.72,18,1
9,0,4,787811.35,9,1
9,2,2,1331113.09,23,0
5,2,0,134164.51,25,0
5,1,1,1033310.83,6,1
9,2,4,600153.84,10,0
8,1,4,645277.45,22,0
7,2,1,273838.31,19,1
8,2,2,829323.77,22,1
6,2,1,266634.91,17,1
3,0,7,577219.94,22,0
7,5,1,514870.6,17,1
8,3,2,484981.89,9,0
8,3,3,417176.62,18,1
1,3,4,152625.04,17,1
7,2,3,481609.55,6,1
3,4,3,214272.85,22,1
2,0,4,410591.48,9,1
2,4,2,939503.77,13,1
8,4,6,424168.82,25,0
9,1,1,654603.35,25,1
3,2,3,1063379.2,18,1
3,1,0,967405.39,19,0
6,2,3,526665.3,10,1
10,1,4,834083.66,15,1
1,3,4,50000.0,17,1
6,3,3,220154.31,25,1
3,0,0,1003800.78,5,1
4,4,3,1023794.81,18,1
9,2,4,606853.06,5,1
3,2,3,938935.8,4,1
1,2,3,758125.71,22,1
3,3,2,470167.31,5,1
7,6,2,1145624.6,5,1
7,3,0,1255976.36,13,0
5,2,4,640401.19,8,1
1,4,1,915455.99,20,0
8,3,2,326102.14,17,0
10,1,2,50000.0,2,1
8,2,3,980156.82,19,1
10,3,2,195087.31,8,0
10,1,5,1080665.69,15,1
10,2,5,469530.53,10,1
2,7,2,797820.01,15,1
10,2,5,481089.89,25,0
3,3,7,590171.53,15,1
4,3,4,266539.09,19,0
1,2,3,745185.92,9,1
4,5,4,1197728.42,19,1
5,0,1,426994.1,5,0
3,4,7,368159.93,3,1
10,6,9,1340380.12,20,1
2,3,3,1105858.68,4,1
6,4,4,798964.49,11,1
8,1,5,566091.14,7,1
7,0,4,56430.54,5,1
1,1,2,277635.21,20,0
4,2,3,1450787.96,22,1
3,2,2,513461.09,19,1
6,2,1,397793.19,23,0
9,4,3,1122172.96,5,1
9,0,0,79845.51,19,0
7,4,4,737336.93,3,1
9,2,4,1418463.22,12,1
8,5,5,600913.76,19,1
5,2,4,805247.51,13,0
9,5,6,549770.12,4,1
7,4,5,300311.72,23,1
5,3,4,594658.12,1,1
8,3,5,923839.59,21,1
7,3,5,1020149.27,23,1
9,4,2,1120367.0,20,1
10,3,2,1240737.62,18,0
1,3,2,128379.16,24,0
9,0,5,1187780.31,1,1
7,2,2,1171713.51,6,1
1,1,4,332149.94,22,0
1,0,3,861210.64,4,1
5,0,2,781282.03,4,1
8,3,1,850072.16,16,1
9,3,2,423765.27,23,1
6,2,5,779678.39,10,1
10,3,0,623206.55,15,1
8,2,0,1485167.12,3,1
6,2,5,377050.07,6,1
6,1,2,338359.04,3,1
4,1,5,721430.83,16,0
5,3,2,630058.51,4,1
2,3,3,336959.72,7,1
3,3,2,1059943.33,12,0
3,0,1,607450.56,25,0
5,2,3,632283.18,19,1
5,0,3,50000.0,4,1
6,3,4,1126467.64,2,1
5,1,2,763154.69,22,0
6,1,1,1425052.74,5,1
8,2,2,1092439.08,3,1
2,1,1,701651.77,11,1
4,0,3,759912.02,19,0
6,2,0,596171.98,14,1
5,5,3,638546.65,16,0
1,1,7,1654583.91,2,1
9,3,2,102179.69,6,0
3,4,2,650281.22,14,0
2,4,2,310276.64,14,1
9,2,3,72318.53,21,1
7,2,2,866971.47,14,0
5,1,1,705562.34,4,1
6,3,3,783510.97,19,1
4,0,2,1471713.11,4,0
1,3,3,298836.91,18,0
4,2,4,1855739.08,18,1
9,2,5,425403.87,23,0
1,4,5,315120.61,19,1
10,4,5,679612.11,12,1
3,2,5,1042040.48,1,1
5,0,3,643867.24,19,0
7,4,0,676809.11,21,1
9,2,7,1097256.15,3,1
6,3,5,1340371.57,5,1
3,2,2,1220385.05,21,1
7,3,3,1787300.13,7,1
4,6,2,1034308.7,7,1
3,2,4,1349572.75,12,1
7,0,5,424917.63,5,1
7,4,4,644493.58,7,1
4,3,3,942170.46,21,0
7,5,1,549304.33,22,1
2,2,1,997318.01,1,1
1,3,2,552843.13,15,1
2,4,7,1216114.82,13,1
4,3,2,967901.98,2,0
8,0,2,532791.22,24,0
3,2,8,1751656.95,21,1
10,4,3,141279.93,8,1
6,4,5,657137.91,23,1
6,2,2,1185181.8,22,1
9,1,7,514675.93,2,1
9,3,2,183893.5,23,0
4,3,1,293927.68,4,1
9,1,5,1043187.65,11,1
6,3,2,916914.38,10,1
2,3,2,890048.11,6,1
10,1,3,886524.51,20,1
6,2,1,1106238.3,5,0
2,7,2,86290.57,5,1
8,2,1,1615623.7,22,0
4,1,1,343352.5,2,1
5,5,3,664529.88,3,1
8,6,3,1154911.95,11,1
8,2,0,660725.43,12,1
6,2,2,786796.87,24,0
4,4,3,181004.72,19,0
1,4,6,280285.65,12,1
7,3,2,140182.86,5,1
8,2,5,861161.7,14,0
9,4,1,915539.44,21,1
2,1,0,895746.48,7,0
1,0,3,809877.22,2,0
4,3,2,1040369.15,15,1
5,6,5,1350274.54,6,1
10,4,4,50000.0,22,0
1,3,8,1390934.76,5,1
5,1,6,777226.15,22,0
6,2,4,1265045.34,19,1
3,2,4,201255.14,2,1
7,0,0,657283.51,17,0
6,3,0,685389.8,8,1
4,3,3,833610.5,15,0
3,2,6,869275.63,16,0
5,3,2,132151.1,18,0
3,2,2,857427.14,4,1
10,3,3,50000.0,7,1
9,1,5,1019739.64,3,1
9,2,3,638727.76,8,1
6,2,8,702058.74,21,0
6,1,3,663856.38,7,1
4,0,2,50000.0,16,0
4,1,6,225051.67,2,1
2,0,2,1284958.7,1,1
10,1,2,1202673.73,10,1
4,2,3,1294436.8,19,1
8,2,6,1360752.92,23,1
10,3,1,50000.0,20,1
2,1,2,50000.0,24,0
9,2,5,1095166.08,3,1
1,1,3,841704.12,14,1
2,4,2,1285909.73,1,1
2,1,2,611161.75,24,0
6,0,1,136933.02,6,0
7,0,1,1547954.33,4,1
3,2,2,668708.6,9,1
9,1,2,664906.27,4,1
5,3,2,1062443.79,22,1
5,3,2,674753.49,4,1
4,4,4,1016802.46,15,1
9,1,6,559248.37,15,1
8,3,4,1054801.2,24,1
4,3,5,588153.17,22,0
4,3,4,1515316.84,13,1
2,3,2,1252849.64,3,1
9,2,4,1021678.74,24,1
3,1,1,1069740.72,2,1
4,1,1,1158655.8,15,1
7,5,4,542407.36,18,1
10,3,1,551801.96,22,0
8,2,5,521618.55,14,1
8,3,1,416951.59,4,1
4,3,4,979928.2,22,1
7,3,3,538915.02,5,1
10,2,4,1657919.19,7,1
1,3,4,628855.47,25,0
6,3,3,1066647.16,1,1
6,4,5,813540.56,16,1
6,3,2,919363.74,13,1
2,4,3,835978.11,25,1
8,3,3,911936.66,23,0
5,4,0,486140.52,16,0
5,3,2,388466.27,14,0
2,1,2,699542.68,23,0
4,0,2,331743.77,1,1
9,5,5,332431.07,18,1
9,2,2,479681.53,5,1
6,2,7,993465.9,6,1
9,4,3,627722.25,2,1
4,3,2,860790.22,9,1
1,3,4,1289932.56,22,1
2,0,1,247163.95,11,0
1,3,1,1535574.27,9,0
8,6,2,1299439.84,25,1
9,0,0,1018768.04,16,0
10,4,3,1387194.43,15,1
6,2,5,779549.2,11,1
2,2,0,163015.47,7,0
6,1,1,1294067.22,22,0
9,1,5,419351.03,9,1
3,2,1,1053424.95,23,0
9,6,1,293796.63,17,1
2,2,3,980704.08,4,1
5,4,4,148970.1,6,1
2,1,0,311812.45,7,1
7,3,6,782188.84,15,1
10,2,2,866268.76,4,1
9,3,3,50000.0,7,1
7,4,4,1229382.12,11,0
5,4,2,1202467.32,4,1
4,4,2,1141676.38,21,1
4,3,4,681131.75,7,1
10,3,2,1064137.43,9,1
8,4,3,804396.17,16,1
10,2,3,246021.62,10,1
10,2,0,866729.85,15,1
10,0,3,50000.0,5,0
10,3,2,369069.16,21,0
10,2,4,482233.16,25,0
1,0,1,845497.74,5,1
5,2,2,1478952.3,25,1
2,5,7,50000.0,13,1
9,7,6,1376376.88,7,1
7,0,1,1048791.37,14,0
10,4,3,1030358.84,22,1
8,5,4,534661.3,17,1
6,3,2,733436.48,12,1
9,3,5,697802.53,18,1
6,0,4,1386783.97,11,0
7,4,1,1285644.04,19,0
7,0,2,990454.62,18,0
9,2,3,628299.03,21,0
8,1,1,373603.28,20,0
1,2,3,376601.65,24,0
4,4,5,1317538.2,5,1
7,1,1,1343834.76,14,1
8,4,1,507543.64,14,0
7,4,1,1041577.16,7,1
3,3,4,1389225.88,1,1
4,4,2,96789.97,19,0
7,0,3,244075.01,22,0
8,0,4,628398.41,6,1
7,3,6,716271.15,5,1
6,3,3,916088.18,10,1
9,3,6,416242.96,23,1
9,3,4,1127496.04,6,1
7,3,5,253012.57,14,1
8,2,2,1199497.24,24,1
6,5,2,1075698.96,15,1
1,5,3,454618.68,3,1
1,3,6,365432.47,1,1
6,3,3,985916.35,21,0
2,1,4,209687.56,9,0
8,4,2,569824.01,7,1
1,1,3,57313.68,4,0
2,4,4,390857.96,23,0
8,4,1,1133270.09,16,1
6,2,1,1450587.89,24,1
10,3,1,593784.61,19,1
2,0,0,656421.36,11,1
2,1,1,783212.98,23,0
7,0,0,392160.91,2,1
5,1,4,983040.52,25,0
5,1,3,403819.42,2,1
8,1,5,979549.91,16,1
7,3,7,851335.33,23,0
9,0,5,1322996.27,11,1
4,3,3,543475.06,20,0
10,2,2,658942.49,6,1
4,3,3,878152.87,2,1
2,4,4,503229.59,22,0
3,3,4,388182.31,5,1
1,2,5,177537.81,13,1
1,3,5,419478.02,24,0
7,1,6,589003.65,19,1
5,5,4,842950.96,2,1
3,3,1,714034.72,4,1
7,4,2,1424568.62,3,1
2,3,2,1159201.62,2,1
3,2,2,979432.46,7,1
1,2,6,1265770.99,9,1
8,1,2,1337433.65,1,1
2,2,6,764851.91,17,1
7,3,5,1385521.77,4,1
9,2,2,1168665.33,22,0
6,3,4,161489.11,8,1
2,2,4,50000.0,14,0
2,5,5,96807.66,10,1
9,1,1,627246.8,15,1
10,2,4,382202.43,25,1
8,4,2,1622256.45,3,1
9,1,1,833194.06,4,1
4,3,3,724761.96,16,1
4,4,1,247937.94,25,0
2,2,3,805629.38,13,1
10,2,1,501630.21,16,1
1,1,1,807276.73,3,0
10,4,5,216270.65,21,1
4,5,2,1096394.11,13,1
10,2,3,933262.16,8,1
10,1,1,557532.52,19,0
8,5,5,860278.65,22,0
2,4,1,854373.06,4,0
8,1,2,1244233.32,1,1
1,2,2,857092.54,1,1
1,5,5,952306.33,8,1
4,3,3,1406023.42,12,1
7,1,2,243921.24,20,0
9,2,0,1050152.63,12,1
5,2,3,592212.66,24,0
2,2,7,641620.57,1,1
7,3,3,1256679.5,20,0
2,2,1,1268323.15,10,0
9,3,3,424838.84,21,1
9,2,7,50000.0,22,0
3,5,3,558242.61,4,1
8,1,6,981803.22,4,1
4,2,2,800993.91,24,0
3,7,5,840188.26,11,1
1,6,2,465778.99,3,1
5,0,5,769866.12,20,1
4,5,2,651089.71,4,1
1,1,4,1607139.17,25,0
10,3,3,1100563.66,11,1
8,1,3,826719.29,2,1
8,3,6,705899.88,6,1
8,4,6,474908.78,13,0
3,3,6,450685.05,11,1
6,3,1,958241.61,10,1
7,3,3,845634.49,2,1
9,3,4,1064290.36,3,1
5,7,2,404975.46,10,1
9,5,4,902278.13,3,1
6,3,3,1034531.09,21,0
10,3,5,590182.2,2,1
10,2,5,1122711.15,13,1
10,3,4,429374.42,12,1
4,5,6,409184.4,16,1
1,3,1,1058393.82,6,1
1,3,4,649395.0,18,0
10,4,3,1346336.62,9,1
5,3,1,666998.12,14,1
3,3,2,1547520.79,5,1
5,3,2,641233.55,14,1
5,0,5,1008832.36,23,1
1,4,4,931243.56,12,1
8,2,10,786994.48,8,1
5,6,1,863777.65,13,1
5,3,2,365265.71,10,1
9,2,1,1191103.34,7,1
8,3,3,50000.0,8,1
1,4,8,363045.48,23,0
3,0,6,828974.6,17,1
7,3,1,50000.0,23,0
1,1,3,1183080.46,9,0
1,8,2,550756.31,14,1
5,4,3,632255.3,19,0
9,4,7,1291670.26,25,1
6,4,0,1175525.92,10,1
10,5,5,985064.95,9,1
2,3,3,984731.81,6,1
9,2,3,1551606.84,3,1
6,4,3,1497255.92,6,1
5,2,3,50000.0,14,1
5,4,1,1009661.08,8,1
3,2,5,917716.37,15,1
6,3,2,299039.24,7,1
4,3,4,508203.76,12,1
10,3,4,1572538.28,1,1
2,2,3,758391.79,19,0
3,0,1,921491.82,25,0
9,4,1,868362.11,13,1
9,4,3,615223.34,18,0
6,1,5,1069120.04,16,1
10,1,2,1657688.62,12,1
10,1,6,838473.78,2,1
9,0,2,845566.93,18,0
4,3,2,965272.37,1,1
5,2,2,593241.84,20,1
10,2,1,820296.8,21,0
6,1,2,885254.14,20,1
9,1,1,484305.69,16,0
5,3,5,709534.07,11,1
8,2,2,1093044.63,21,1
1,1,2,126938.48,7,0
5,5,2,969786.96,25,1
10,1,2,50000.0,23,1
1,0,2,530823.23,13,0
10,4,5,1526074.18,15,1
6,1,2,1192086.56,2,1
7,4,5,716192.71,18,1
5,2,0,357380.69,16,0
1,2,3,1099420.8,14,0
6,3,4,195659.71,16,1
10,5,4,800331.78,21,1
5,5,3,945807.36,14,1
6,3,3,611071.23,4,1
10,3,3,543999.18,8,1
7,1,3,757870.28,3,1
7,1,3,776030.52,19,1
2,4,0,50000.0,20,0
3,2,3,2094707.75,11,1
6,2,2,1000559.14,19,1
3,5,3,1324635.14,1,1
2,2,2,830659.79,13,0
4,5,4,1651668.83,17,1
5,2,4,936769.68,9,1
10,0,2,974322.14,3,1
9,4,3,1651598.93,5,1
3,3,1,739447.81,7,1
3,0,1,516342.08,18,0
6,1,1,1352115.59,17,0
